Year,Company,Country,ICB3 long,R&D (€million),R&D one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Net sales (€million),Net sales one-year growth (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%)
2024,PARADOX INTERACTIVE AB,Sweden,Software & Computer Services,52.5796317305175,-10.8772345036203,27.3750842252616,0.101317741513221,-61.9344262295082,0.052750116654543,51895.7795004307,192.071123134654,-16.6974312546767,60.374814556244,-0.478593478930021,31.4335718825976,1893.20740871346,-8.87278364988322,587.0,-9.55315870570108
2024,KONTRON AG,Austria,Technology Hardware & Equipment,51.485,59.1105754372953,3.05581423783298,71.223,53.8759020006049,4.22733334876524,72.2870421071845,1684.821,36.8286966351995,114.159,32.0902516632919,6.77573463293727,1288.755,-9.38661902788387,7069.0,46.1140967341877
2024,TOBII AB,Sweden,Technology Hardware & Equipment,51.4006457806091,65.4494382022469,68.7281213535589,0.174535299764377,-83.3333333333333,0.233372228704784,29450.0,74.7883759490357,13.0606860158312,-9.68670913692294,-36.5714285714285,-12.9521586931155,43.585017965747,-20.1238374936159,666.0,24.0223463687151
2024,SES-IMAGOTAG,France,Electronic & Electrical Equipment,49.847,-4.94288601994698,5.22117757471394,157.986,80.5162307613204,16.5480963813019,31.5515298823946,954.708,19.0471321440774,23.295,-54.7432634585122,2.44001307205973,2855.942462553,31.7811539661032,949.0,12.0425029515939
2024,NEXUS AG,Germany,Software & Computer Services,47.119,15.5869005274132,18.0212879068931,10.388,9.84455958549222,3.97302868857161,453.590681555641,261.463,8.28463631506799,35.213,14.5398952607098,13.4676799394178,1186.771493782,16.440672793649,1774.0,4.97041420118343
2024,X-FAB SILICON FOUNDRIES SE,Germany,Technology Hardware & Equipment,46.2672056983348,5.9818318119682,5.88780021142038,489.615939936471,42.6837888784166,62.3067849281526,9.44969350963902,785.814804119742,-9.96960694143936,79.4985080373472,-46.2308678866951,10.1166976774382,657.177899197,-53.2996423954272,4696.0,2.33166267160601
2024,PSI SOFTWARE SE,Germany,Software & Computer Services,45.6,4.82758620689656,17.4821153359557,2.969,-2.62381108560184,1.13825439544852,1535.87066352307,260.838,-3.35431711320496,-19.819,-5155.86734693877,-7.59820271586195,326.505200824,-19.0661532311268,2434.0,5.36796536796537
2024,NKT A/S,Denmark,Electronic & Electrical Equipment,43.0,14.0583554376658,1.3109756097561,463.0,126.40586797066,14.1158536585366,9.28725701943845,3280.0,23.5265318419764,230.0,33.954571927781,7.01219512195122,3724.54856483954,11.4119226762896,5409.0,20.9255533199195
2024,ACTIA GROUP,France,Electronic & Electrical Equipment,42.004,1.67751930478565,7.84939565409139,20.418,-6.13276940051489,3.81556424305395,205.720442746596,535.124,-7.62926317315758,31.733,112.43138304994,5.93002743289406,55.073838532,-31.1557789840666,3994.0,-2.39491691104594
2024,EVS BROADCAST EQUIPMENT SA,Belgium,Electronic & Electrical Equipment,40.72,14.8660084626234,20.5662797862561,5.818,93.0965814802522,2.93847288301666,699.896871777243,197.994,14.3211829714015,44.703,8.65538865393029,22.5779569077851,443.421403731,7.27903068891207,705.0,13.3440514469453
2024,SEQUANS COMMUNICATIONS S.A.,France,Electronic & Electrical Equipment,40.2406391375493,-8.74044968347525,113.50764301811,3.19183752045433,-39.2340113615539,9.00328527599035,1260.73582629674,35.4519203003176,9.56389814374111,66.9294446048705,-333.035055968898,188.789335071,83.9591444504223,-49.0637262672721,145.0,-56.0606060606061
2024,SUESS MICROTEC SE,Germany,Technology Hardware & Equipment,40.057,27.940847679581,8.95176501086092,9.807,-10.9183395403761,2.19162591960239,408.453145712246,447.476,36.7570788954937,75.42,-973.725671918443,16.8545352152965,934.749837368,76.8535341791027,1352.0,5.46021840873635
2024,PARROT,France,Technology Hardware & Equipment,39.674,-12.7928957664747,50.828913316422,2.249,190.568475452196,2.88133856048377,1764.07292129835,78.054,20.1181883935304,-7.041,-76.5557886325042,-9.02067799215927,87.197678925,18.286321919733,395.0,-2.22772277227723
2024,FAGERHULT GROUP AB,Sweden,Electronic & Electrical Equipment,37.4552753294354,13.635160180037,5.1677844268118,15.5685487389825,-5.00532481363108,2.14802595932718,240.582959641255,724.784012566541,-2.98000093453586,64.67405532769,-17.7652019529516,8.92321770435746,836.562296993582,-18.0300075557061,4007.0,-1.78921568627451
